%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardShim
%Generated by NeuroBIDS-Flow sample generator
 Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Timestamp, Marker
  1191,     -464,     -288,      319,      965,     -278,      145,     -280,      711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.652344, 
  1192,     -305,    -1334,    -1016,    -1396,      -29,     -953,    -1320,       85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.656250, 
  1193,    -1332,      199,     -451,      137,     -515,      106,    -1120,     -542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.660156, 
  1194,     -761,     -853,     -471,     -209,     -817,    -1415,     -422,     -564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.664062, 
  1195,     -633,    -1162,     -533,     -918,     -989,     -710,    -1042,    -1075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.667969, 
  1196,    -1542,     -813,     -677,     -780,     -307,     -330,    -1972,     -732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.671875, 
  1197,       89,    -1467,     -503,     -643,    -1751,     -581,     -993,     -141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.675781, 
  1198,    -1857,     -944,     -539,    -1476,     -979,    -2060,     -264,      914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.679688, 
  1199,     -348,    -1942,    -1193,    -1805,      253,     -620,     -399,    -1480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.683594, 
  1200,    -2185,    -2137,     -862,       52,    -1551,    -1051,    -1420,      261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.687500, 
  1201,     -539,    -1019,     -539,    -1204,     -440,    -1256,      625,     -213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.691406, 
  1202,      162,     -516,      -95,     -893,     -900,       -9,        1,    -1401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.695312, 
  1203,      537,    -1119,     -109,     -286,      261,     -778,      631,     -231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.699219, 
  1204,      203,      -59,     1014,      465,      296,      438,     1330,     -122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.703125, 
  1205,      311,      115,     -171,      138,     -160,     1450,      748,      157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.707031, 
  1206,     1024,      602,     -520,      157,      660,      846,     -284,     1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.710938, 
  1207,     1413,     1187,     2095,     1414,      819,      619,     2294,     1744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.714844, 
  1208,     1786,     2009,      312,      637,      451,      752,     -300,     1373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.718750, 
  1209,       28,     1181,     1632,      358,      614,     1507,      964,      694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.722656, 
  1210,      739,      213,     1282,     1139,      439,      669,     2004,      775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.726562, 
  1211,     -670,     1249,      276,      841,     -728,      489,      555,     1919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.730469, 
  1212,     -236,     1621,      592,      700,     1303,       56,      430,     -257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.734375, 
  1213,       47,     -231,      330,      817,     1321,      -80,      504,     1183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.738281, 
  1214,      907,     -387,      566,      235,     -847,      926,      285,     -548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.742188, 
  1215,     -207,     -838,     -400,      681,      925,     -211,     -434,     -945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.746094, 
  1216,     -298,     -482,     -222,    -1062,      165,      268,     -555,      352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.750000, 
  1217,     -115,      -66,     -342,      516,    -1056,      109,      327,    -1327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.753906, 
  1218,     -960,      484,      228,    -1123,     -651,    -1152,     -995,     -607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.757812, 
  1219,    -2012,      -75,     -950,    -1772,    -1147,    -1207,     -512,      473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.761719, 
  1220,    -1297,     -538,    -1451,    -1326,     -177,     -409,    -1628,    -1134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.765625, 
  1221,     -953,     -841,    -1237,    -1106,    -1487,     -777,     -201,      648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.769531, 
  1222,     -580,     -631,     -648,    -1387,      530,    -1014,     -557,    -2067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.773438, 
  1223,    -1002,     -561,    -2052,    -1511,      -86,     -553,    -1243,      193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.777344, 
  1224,     -477,       93,       22,     -102,    -1603,     -101,     -690,    -1353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.781250, 
  1225,      -30,     -665,     -638,    -1235,      448,     -677,       17,     -438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.785156, 
  1226,      269,     -306,     -191,    -1997,        7,     -864,    -1512,      -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.789062, 
  1227,     -169,     -559,     -137,     -520,     -386,     -206,    -1349,     -196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.792969, 
  1228,     -833,        5,     -518,     1302,      383,     -610,     -164,      -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.796875, 
  1229,     -686,      -23,     -577,     -565,      769,      244,    -1046,     -655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.800781, 
  1230,     -414,     -439,     -111,     -245,     -150,      360,     -985,     1413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.804688, 
  1231,     -174,     1133,     -463,      276,     1107,        0,     -800,     -241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.808594, 
  1232,      769,     1701,      936,     1739,      412,      431,      568,     -156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.812500, 
  1233,     2083,      791,      707,      575,     1362,      598,     -741,      648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.816406, 
  1234,     1023,     1103,     -148,      194,      789,     1373,      464,      245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.820312, 
  1235,      836,     1470,      478,     1136,      216,      305,    -1505,     1229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.824219, 
  1236,     1496,      754,     1288,     1044,     1273,      307,     1100,      216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.828125, 
  1237,      201,      885,     1625,     1084,      503,      507,     1104,      442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.832031, 
  1238,     1318,      473,     -242,      -93,      723,      998,      537,      354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.835938, 
  1239,     1093,       75,     1894,       65,      718,      932,     1348,      741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.839844, 
  1240,      281,      591,     -401,      997,     1228,      417,      936,     -468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.843750, 
  1241,     1430,      369,    -1118,      299,     -267,      505,     -300,    -1439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.847656, 
  1242,      555,      426,      986,      349,     -762,      587,     -535,    -1052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.851562, 
  1243,     -369,     -401,    -1098,     -435,      705,     -293,      475,       86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.855469, 
  1244,     -678,    -1387,      440,      126,     -580,    -1120,      188,     -576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.859375, 
  1245,    -1019,       13,    -1176,     -533,    -1095,     -781,     -576,    -1148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.863281, 
  1246,     -921,    -1326,    -1030,    -1185,     -590,    -1747,    -1665,     -897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.867188, 
  1247,     -956,    -1392,    -1763,     -387,    -1118,     -622,       92,    -1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.871094, 
  1248,    -1102,    -1245,      -31,    -1475,    -1068,    -1218,     -486,     -325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.875000, 
  1249,     -979,    -2006,      -70,      200,      891,     -760,     -525,     -506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.878906, 
  1250,    -1533,     -879,    -1176,      -56,    -1396,     -790,    -2304,     -752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.882812, 
  1251,     -967,     -170,     -636,     -782,    -1551,     -843,       82,      256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.886719, 
  1252,    -1476,     -695,       39,     -528,      418,     -253,     -162,      661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.890625, 
  1253,       79,      699,     -514,     -109,     -452,     -282,     -313,     -499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.894531, 
  1254,       73,      876,      935,      -96,      233,     -403,     -335,     -242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.898438, 
  1255,      154,      833,      165,     1121,      664,     -500,      472,     2204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.902344, 
  1256,     1034,     -859,       90,       77,     -735,      678,      866,     1215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.906250, 
  1257,       36,     1577,     -446,     -392,     1381,     -194,      420,     2078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.910156, 
  1258,      277,      595,     -113,      581,      378,     1959,     1139,     1669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.914062, 
  1259,     -144,     1975,     1244,     1354,     2123,     1712,       32,     1434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.917969, 
  1260,     1578,      486,     1050,     1573,      357,     -174,      359,     -314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.921875, 
  1261,     1288,      788,     1429,      958,     1932,     1303,     1197,      231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.925781, 
  1262,     1711,      878,      440,      393,     1990,     1582,      356,     1359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.929688, 
  1263,     1768,       80,     -395,      676,      377,      312,     1625,      134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.933594, 
  1264,      266,     -535,      218,      111,      423,      787,      466,      417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.937500, 
  1265,     -113,    -1245,     1731,    -1183,      152,      279,     -722,      871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.941406, 
  1266,    -1050,     2135,     -493,     -417,     1174,      611,    -1226,       76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.945312, 
  1267,     -801,    -1184,      -89,      277,       55,     -364,      116,      -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.949219, 
  1268,     -497,    -1390,    -1899,     -461,       77,      400,    -1042,      375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.953125, 
  1269,    -1861,      -94,     -826,     -685,     -574,     -574,     -220,      204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.957031, 
  1270,    -1370,    -1603,     -925,       95,     -330,     -860,    -1362,    -1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.960938, 
  1271,     -833,    -1858,     -555,    -1425,     -417,     -343,     -955,     -279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.964844, 
  1272,     -262,    -2791,    -1075,    -1443,    -1262,     -257,    -1407,    -1863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.968750, 
  1273,    -1375,     -698,    -1913,     -672,      295,    -2462,    -1015,    -1084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.972656, 
  1274,     -787,    -1591,    -1318,    -1350,    -1009,    -2822,     -643,     -809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.976562, 
  1275,      451,     -367,     -936,    -1280,     -108,     -570,    -1006,    -1146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.980469, 
  1276,    -1889,     -728,    -1346,      361,    -1524,    -1122,     -410,    -1053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.984375, 
  1277,      213,     -458,    -1086,    -1234,      -56,    -1402,    -1784,    -1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.988281, 
  1278,      -66,     -626,      352,     -813,      392,     -573,     -121,     -449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.992188, 
  1279,      740,     -294,     -528,      184,       68,     1844,     -120,    -1224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.996094, 
  1280,      758,     -490,      404,       76,      831,     -783,      -39,       55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.000000, 2
  1281,     -122,     -214,      203,     -599,     -152,      916,    -1204,      466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.003906, 
  1282,      516,     -219,     -310,     1712,      832,        4,     -475,     1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.007812, 
  1283,     -302,     1693,      454,      144,     -342,     -296,     1006,      115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.011719, 
  1284,      448,      533,      994,      634,      899,      388,     1257,     1304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.015625, 
  1285,      892,     -646,     2038,     1166,      341,      -80,     1407,     1571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.019531, 
  1286,     1098,     1068,      376,     2345,      848,     -157,     1182,     1222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.023438, 
  1287,     1392,      322,      805,      587,     1787,      375,      377,     1518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.027344, 
  1288,     1840,      748,     1388,      161,     1944,       46,      428,     1315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.031250, 
  1289,      355,      466,     1493,      981,     -213,      549,     -415,     -755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.035156, 
  1290,     1246,     1478,       42,     1879,     1313,      591,      919,      174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.039062, 
  1291,      459,       22,      175,      371,     1218,     -249,     1913,     1994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.042969, 
  1292,     -812,      612,      811,     -126,      282,      487,      347,      731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.046875, 
  1293,     -255,      322,      189,      108,      757,     -599,     -337,     -389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.050781, 
  1294,     -285,    -1280,      329,    -1756,     -642,     -466,      -44,      -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.054688, 
  1295,    -1113,     -425,      234,     -964,     -896,    -2007,     -371,      -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.058594, 
  1296,    -1404,    -1215,     -334,    -1931,    -1048,     -651,    -1638,      292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.062500, 
  1297,    -1539,    -1629,     -722,    -1060,     -339,      692,     -456,    -1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.066406, 
  1298,    -1246,    -1690,    -1332,    -1226,     -947,     -348,     -810,    -1451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.070312, 
  1299,    -1472,     -341,    -1056,    -2662,    -1372,    -1008,     -911,    -1453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.074219, 
  1300,      -23,      924,     -968,     -728,    -1297,    -1626,      528,    -1509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.078125, 
  1301,    -2400,    -1295,       49,     -340,     -754,      340,     -832,    -1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.082031, 
  1302,     -540,     -470,     -497,     -745,    -1185,     -723,      545,     -832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.085938, 
  1303,      -84,     -230,     -314,    -1465,        9,     -891,    -1107,    -1078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.089844, 
  1304,     -882,     -592,     -903,      612,      565,     -671,    -1411,     -634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.093750, 
  1305,     -175,      924,      788,     1253,      633,     1371,     -769,      894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.097656, 
  1306,      -31,     1672,     -316,      466,     2152,      118,      738,     -759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.101562, 
  1307,      352,        3,      213,      166,      680,      706,     -387,      354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.105469, 
  1308,     1031,     1750,     1465,      357,     1724,      450,     -682,     -402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.109375, 
  1309,     1117,      366,     1328,     1023,      856,      689,      627,     1187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.113281, 
  1310,      433,      184,      265,      896,      648,      550,      229,     1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.117188, 
  1311,     -121,      794,      164,     1180,      968,     1843,      916,      271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.121094, 
  1312,      998,     1471,      751,     1189,      999,      917,       80,      456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.125000, 
  1313,      393,      763,      447,      338,      750,     -111,     -134,     1386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.128906, 
  1314,      375,     1225,     -254,      177,        3,      994,     1509,      715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.132812, 
  1315,      732,      734,       76,      394,      -75,      505,     -287,     1761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.136719, 
  1316,      107,     1307,    -1444,      713,     1160,      655,     -442,     -129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.140625, 
  1317,      398,      549,      799,     -853,      752,      -29,      256,     1231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.144531, 
  1318,     1661,     1001,      539,     -178,     1168,     -388,    -2100,     1819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.148438, 
  1319,      218,     -817,      704,     -266,     -505,      358,       89,      377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.152344, 
  1320,      458,     -580,     -207,     -770,     -770,      803,      644,     -515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.156250, 
  1321,     -276,     -620,     -920,      321,    -1390,    -1867,      -99,     -798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.160156, 
  1322,     -706,    -1331,      -71,       68,      -49,     -702,    -1464,     -551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.164062, 
  1323,     -497,    -1526,    -1321,     -571,    -1449,    -1213,    -1291,     -121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.167969, 
  1324,     -572,     -636,    -1782,      295,     -913,    -1504,     -753,    -1668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.171875, 
  1325,     -301,     -434,     -979,     -291,     -670,    -2328,     -490,     -921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.175781, 
  1326,     -776,     -740,     -540,     -726,    -1865,     -574,      459,     -625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.179688, 
  1327,    -1581,        7,    -1247,    -1023,     -181,    -1027,      584,      373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.183594, 
  1328,    -1532,    -1287,    -1250,     -812,      130,     -911,     -420,      665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.187500, 
  1329,      -49,     -621,     -638,     -103,     -172,      448,     -412,     -552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.191406, 
  1330,     -904,     -940,      127,     -398,     -206,     -443,     -345,    -1062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.195312, 
  1331,      530,      163,      -27,     -947,       48,     -253,      848,      -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.199219, 
  1332,     1183,      612,     2054,       29,     1224,     -611,     1365,      125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.203125, 
  1333,      334,     1383,      391,     1172,      518,     -126,      886,      962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.207031, 
  1334,     1464,     -138,     1155,    -1076,      637,     1635,     1002,       10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.210938, 
  1335,      954,     1030,     -191,     1722,      320,     1191,     2538,     -239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.214844, 
  1336,      881,     1827,     1257,     1248,    -1014,     1727,     1639,      499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.218750, 
  1337,      943,      222,      584,      737,     1630,      330,     -191,      324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.222656, 
  1338,      314,       42,      865,     1065,      870,     1114,     1107,      311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.226562, 
  1339,      153,     -192,     1929,     1442,      209,     1500,     1151,      -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.230469, 
  1340,     -429,     1093,      424,      696,     2090,     1062,      668,     -394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.234375, 
  1341,       18,       24,     -366,     1147,      805,     1571,     1485,      753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.238281, 
  1342,     1752,      637,     -456,      888,      178,      586,      172,      391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.242188, 
  1343,     -898,      -40,      220,      221,      787,      102,     -531,     -468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.246094, 
  1344,     -904,     1093,      -35,     -860,      131,    -1695,     -619,      472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.250000, 
  1345,     -867,      201,     -275,     -392,      -93,      -47,       45,    -1458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.253906, 
  1346,    -1029,    -1059,    -1382,    -1889,     -928,     -118,    -1559,     -623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.257812, 
  1347,     -500,     -884,      678,     -382,     -214,       88,    -1189,     -308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.261719, 
  1348,    -1212,     -273,      180,    -1083,     -170,    -1335,     -454,      219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.265625, 
  1349,    -1007,    -1591,     -786,    -1287,    -1279,     -896,    -2047,     -930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.269531, 
  1350,    -1464,     -101,    -1915,     -454,    -2166,    -1961,    -1884,      203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.273438, 
  1351,    -1179,    -1028,      202,    -1713,     -223,    -1943,    -2318,     -941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.277344, 
  1352,     -815,     -232,      -12,     -700,     -353,     -431,    -1716,      131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.281250, 
  1353,     -734,     -775,     -574,     -871,      -78,      206,    -1347,      827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.285156, 
  1354,      856,     -824,      331,     -594,     -442,      400,     -990,     -829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.289062, 
  1355,     -293,     -735,     -606,      -83,      371,       19,    -1244,      102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.292969, 
  1356,     -200,     1103,     -703,     1164,     -497,     1313,     -660,      529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.296875, 
  1357,    -1516,      -38,      265,      426,       34,     -103,      490,     -508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.300781, 
  1358,      529,     2436,     -673,     1280,     -333,      971,      291,      760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.304688, 
  1359,     -769,      657,     -189,     1492,     1332,     -328,     1718,      208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.308594, 
  1360,     1079,      138,     1074,     1226,      678,    -1400,       25,      106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.312500, 
  1361,      916,     -243,      981,     -416,      976,      497,      329,      430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.316406, 
  1362,     1418,     1710,      -44,      722,     1173,      801,      842,      379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.320312, 
  1363,      466,      761,      617,      159,      731,     1049,      452,     1200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.324219, 
  1364,      865,     1399,      -50,     2769,     1399,      722,      787,      568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.328125, 
  1365,     1205,     2310,      424,       78,     1864,      994,     -524,     1986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.332031, 
  1366,      -12,     1060,      210,     -393,     1269,     1779,      425,      -91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.335938, 
  1367,      843,      660,     1100,    -1424,     -722,      929,     1137,      396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.339844, 
  1368,      610,     1054,      126,     -464,      305,     -282,     1671,     -225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.343750, 
  1369,      -76,      553,     -148,       96,      118,    -1672,     1194,    -1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.347656, 
  1370,      855,    -1051,     -467,      526,      630,     -925,      129,      549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.351562, 
  1371,      -63,      485,    -1564,    -1127,     -777,      492,      196,     -604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.355469, 
  1372,    -1714,     -621,     -656,      195,    -1288,     -928,      -56,    -1339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.359375, 
  1373,      -72,      298,     -412,     -778,     -175,     -280,     -773,     -634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.363281, 
  1374,    -1279,     -497,     -682,    -1163,     -850,     -408,    -1131,     -245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.367188, 
  1375,     -353,      -89,     -424,     -773,    -1307,     -926,     -365,    -1491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.371094, 
  1376,     -688,    -1037,     -389,       64,    -1061,     -945,     -604,     -815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.375000, 
  1377,    -2604,    -1850,      643,     -797,    -1778,    -1277,       80,      -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.378906, 
  1378,     -320,     -348,    -1484,    -1470,     -612,      768,    -1991,     -444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.382812, 
  1379,     -726,       77,     -420,     -293,     -781,    -1219,     -384,       23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.386719, 
